name,wikipedia
Crassostrea,Crassostrea is a genus of true oysters (family Ostreidae) containing some of the most important oysters used for food.
Crassula,"Crassula is a genus of succulent plants containing about 200 accepted species, including the popular jade plant (Crassula ovata)."
Crassulaceae,"The Crassulaceae (, from Latin crassus, thick), also known as the stonecrop family or the orpine family, are a diverse family of dicotyledon flowering plants characterized by succulent leaves and a unique form of photosynthesis, known as Crassulacean acid metabolism (CAM)."
Crataegus,"Crataegus (), commonly called hawthorn, quickthorn, thornapple, May-tree, whitethorn, Mayflower or hawberry, is a genus of several hundred species of shrubs and trees in the family Rosaceae, native to temperate regions of the Northern Hemisphere in Europe, Asia, North Africa and North America."
Crater,"A crater is a landform consisting of a hole or depression on a planetary surface, usually caused either by an object hitting the surface, or by geological activity on the planet."
Crateva,"Crateva is a genus of flowering plants in the caper family, Capparaceae."
Crax,"Crax is a genus of curassows in the order Galliformes, a clade of large, heavy-bodied, ground-feeding birds."
Cree,"The Cree (Cree: néhinaw, néhiyaw, nihithaw, etc.; French: Cri) are a North American Indigenous people."
Cremona,"Cremona (, also UK: ; Italian: [kreˈmoːna]; Cremunés: Cremùna; Emilian: Carmona) is a city and comune in northern Italy, situated in Lombardy, on the left bank of the Po river in the middle of the Pianura Padana (Po Valley)."
Crepis,"Crepis, commonly known in some parts of the world as hawksbeard or hawk's-beard (but not to be confused with the related genus Hieracium with a similar common name), is a genus of annual and perennial flowering plants of the family Asteraceae superficially resembling the dandelion, the most conspicuous difference being that Crepis usually has branching scapes with multiple heads (though solitary heads can occur)."
Crescentia,"Crescentia (calabash tree, huingo, krabasi, or kalebas) is a genus of six species of flowering plants in the family Bignoniaceae, native to southern North America, the Caribbean, Central America northern South America."
Cretaceous,The Cretaceous (IPA:  krih-TAY-shəs) is a geological period that lasted from about 145 to 66 million years ago (Mya).
Crete,"Crete ( KREET; Greek: Κρήτη, Modern: Kríti [ˈkriti], Ancient: Krḗtē [krɛ̌ːtεː]) is the largest and most populous of the Greek islands, the 88th largest island in the world and the fifth largest island in the Mediterranean Sea, after Sicily, Sardinia, Cyprus, and Corsica."
Cricetidae,The Cricetidae are a family of rodents in the large and complex superfamily Muroidea.
Crimea,"Crimea (  kry-MEE-ə) is a peninsula in Eastern Europe, on the northern coast of the Black Sea, almost entirely surrounded by the Black Sea and the smaller Sea of Azov."
Crius,"In Greek mythology, Crius (; Ancient Greek: Κρεῖος or Κριός, Kreios/Krios) was one of the Titans, children of Uranus and Gaia."
Croatia,"Croatia ( , kroh-AY-shə; Croatian: Hrvatska, pronounced [xř̩ʋaːtskaː]), officially the Republic of Croatia (Croatian: Republika Hrvatska ()), is a country located at the crossroads of Central and  Southeast Europe."
Crocodilia,"Crocodilia (or Crocodylia, both ) is an order of mostly large, predatory, semiaquatic reptiles known as crocodilians."
Crocodylus,Crocodylus is a genus of true crocodiles in the family Crocodylidae.
Crocuta,"Crocuta is a genus of hyena containing the largest extant member of the family, the spotted hyena (Crocuta crocuta)."
Croesus,"Croesus ( KREE-səs; Lydian: 𐤨𐤭𐤬𐤥𐤦𐤮𐤠𐤮 Krowiśaś; Phrygian: Akriaewais; Ancient Greek: Κροῖσος, romanized: Kroisos; Latin: Croesus; reigned: c. 585 – c. 546 BC) was the king of Lydia, who reigned from 585 BC until his defeat by the Persian king Cyrus the Great in 547 or 546 BC. According to Herodotus, he reigned 14 years."
Cronartium,Cronartium is a genus of rust fungi in the family Cronartiaceae.
Cronus,"In Ancient Greek religion and mythology, Cronus, Cronos, or Kronos ( or , from Greek: Κρόνος, Krónos) was the leader and youngest of the first generation of Titans, the divine descendants of the primordial Gaia (Mother Earth) and Uranus (Father Sky)."
Cronyn,Cronyn is a surname.
Crookes,"Crookes is a suburb of the City of Sheffield, England, about 1.5 miles (2.4 km) west of the city centre."
Cross,"A cross is a geometrical figure consisting of two intersecting lines or bars, usually perpendicular to each other."
Crotalus,"Crotalus is a genus of venomous pit vipers in the family Viperidae, commonly known as rattlesnakes or rattlers."
Crotaphytus,"Crotaphytus is a genus of lizards, commonly known as collared lizards, in the family Crotaphytidae."
Crouse,Crouse is a surname.
Crow,"A crow (pronounced ) is a bird of the genus Corvus, or more broadly a synonym for all of Corvus."
Crown,"A crown is a traditional form of head adornment, or hat, worn by monarchs as a symbol of their power and dignity."
Crucifixion,"Crucifixion is a method of capital punishment in which the condemned is tied or nailed to a large wooden cross, beam or stake and left to hang until eventual death."
Crux,Crux () is a constellation of the southern sky that is centred on four bright stars in a cross-shaped asterism commonly known as the Southern Cross.
Cryptacanthodes,"Cryptacanthodes is a genus of marine ray-finned fishes belonging to the monogeneric family Cryptacanthodidae, commonly referred to as wrymouths."
Cryptocercus,Cryptocercus is a genus of Dictyoptera (cockroaches and allies) and the sole member of its own family Cryptocercidae.
Cryptogramma,Cryptogramma is a genus of ferns known commonly as rockbrakes or parsley ferns.
Cryptomeria,"Cryptomeria (literally ""hidden parts"") is a monotypic genus of conifer in the cypress family Cupressaceae, formerly belonging to the family Taxodiaceae."
Cryptophyceae,"The cryptophyceae are a class of algae, most of which have plastids."
Cryptoprocta,Cryptoprocta is a genus of carnivoran endemic to Madagascar.
Cryptotermes,Cryptotermes is a genus of termites in the family Kalotermitidae.
Cryptotis,"The genus Cryptotis is a group of relatively small shrews with short ears, which are usually not visible, and short tails, commonly called small-eared shrews."
Ctenizidae,"Ctenizidae is a small family of mygalomorph spiders that construct burrows with a cork-like trapdoor made of soil, vegetation, and silk."
Ctenocephalides,"Ctenocephalides is a flea genus in the tribe Archaeopsyllini which includes the cat flea, Ctenocephalides felis and the dog flea, C canis."
Ctenophora,"Ctenophora (; SG: ctenophore ; from Ancient Greek  κτείς (kteis) 'comb', and  φέρω (pherō) 'to carry') comprise a phylum of marine invertebrates, commonly known as comb jellies, that inhabit sea waters worldwide."
Cuba,"Cuba (  KEW-bə, Spanish: [ˈkuβa] ), officially the Republic of Cuba (Spanish: República de Cuba [reˈpuβlika ðe ˈkuβa] ), is an island country, comprising the island of Cuba, Isla de la Juventud, archipelagos, 4,195 islands and cays surrounding the main island."
Cuculus,"Cuculus is a genus of cuckoos which has representatives in most of the Old World, although the greatest diversity is in tropical southern and southeastern Asia."
Cucumis,"Cucumis is a genus of twining, tendril-bearing plants in the family Cucurbitaceae which includes the cucumber (Cucumis sativus), true melons (Cucumis melo, including cantaloupe and  honeydew), the horned melon (Cucumis metuliferus), and the West Indian gherkin (Cucumis anguria)."
Cucurbita,"Cucurbita (Latin for 'gourd') is a genus of herbaceous fruits in the gourd family, Cucurbitaceae (also known as cucurbits or cucurbi), native to the Andes and Mesoamerica."
Cucurbitaceae,"The Cucurbitaceae (), also called cucurbits or the gourd family, are a plant family consisting of about 965 species in around 95 genera."
Culex,"Culex or typical mosquitoes are a genus of mosquitoes, several species of which serve as vectors of one or more important diseases of birds, humans, and other animals."
Cumberland,"Cumberland ( KUM-bər-lənd) is a historic county in North West England, covering part of the Lake District as well as the northern Pennines and the coast of Solway Firth."
Cumbria,Cumbria ( KUM-bree-ə) is a ceremonial county in North West England.
Cuminum,Cuminum is a genus of four flowering plants in the family Apiaceae.
Cunningham,"Cunningham is a surname of Scottish origin, see Clan Cunningham."
Cunoniaceae,"Cunoniaceae is a family of 27 genera and about 335 species of woody plants in the order Oxalidales, mostly found in the tropical and wet temperate regions of the Southern Hemisphere."
Cupid,"In classical mythology, Cupid  (Latin: Cupīdō [kʊˈpiːdoː], meaning ""passionate desire"") is the god of desire, erotic love, attraction and affection."
Cupressaceae,"Cupressaceae is a conifer family, the cypress, with worldwide distribution."
Cupressus,"Cupressus is one of several genera of evergreen conifers within the family Cupressaceae that have the common name cypress; for the others, see cypress."
Curb,"A curb (North American English), or kerb (Commonwealth English except Canada; see spelling differences), is the edge where a raised sidewalk or road median/central reservation meets a street or other roadway."
Curculionidae,"The Curculionidae are a family of weevils, commonly called snout beetles or true weevils."
Curcuma,Curcuma () is a genus of plants in the family Zingiberaceae that contains such species as turmeric and Siam tulip.
Curia,"Curia (pl.: curiae) in ancient Rome referred to one of the original groupings of the citizenry, eventually numbering 30, and later every Roman citizen was presumed to belong to one."
Curitiba,Curitiba (Brazilian Portuguese: [kuɾiˈtʃibɐ]) is the capital and largest city in the state of Paraná in Southern Brazil.
Currier,A currier is a specialist in the leather-processing trade.
Cursorius,"Cursorius  is a genus of coursers,  a group of wading birds."
Curtis,"Curtis or Curtiss is a common English given name and surname of Anglo-Norman origin, deriving from the Old French curteis (Modern French courtois) which was in turn derived from Latin cohors."
Curtisia,"Curtisia dentata (commonly known as the Assegai tree or Cape lancewood, Afrikaans: Assegaai, Xhosa: Umgxina, Zulu: Umagunda) is a flowering tree from Southern Africa."
